['G1', '北京南', '上海', '北京南', '天津南', '?235.0', '?104.0', '?63.0', '', '', '', '', '', '?63.0']
['G1', '北京南', '上海', '北京南', '南京南', '?1864.0', '?832.0', '?504.0', '', '', '', '', '', '?504.0']
['G1', '北京南', '上海', '北京南', '上海', '?2331.0', '?1041.5', '?631.0', '', '', '', '', '', '?631.0']
['G1', '北京南', '上海', '天津南', '南京南', '?1657.0', '?740.0', '?447.0', '', '', '', '', '', '?447.0']
['G1', '北京南', '上海', '天津南', '上海', '?2143.0', '?957.5', '?580.0', '', '', '', '', '', '?580.0']
['G1', '北京南', '上海', '南京南', '上海', '?576.0', '?258.5', '?157.0', '', '', '', '', '', '?157.0']
['G2', '上海', '北京南', '上海', '常州北', '?325.0', '?147.5', '?89.0', '', '', '', '', '', '?89.0']
['G2', '上海', '北京南', '上海', '南京南', '?576.0', '?258.5', '?157.0', '', '', '', '', '', '?157.0']
['G2', '上海', '北京南', '上海', '济南西', '?1686.0', '?754.5', '?456.0', '', '', '', '', '', '?456.0']
['G2', '上海', '北京南', '上海', '北京南', '?2331.0', '?1041.5', '?631.0', '', '', '', '', '', '?631.0']
['G2', '上海', '北京南', '常州北', '南京南', '?250.0', '?111.0', '?68.0', '', '', '', '', '', '?68.0']
['G2', '上海', '北京南', '常州北', '济南西', '?1390.0', '?621.0', '?376.0', '', '', '', '', '', '?376.0']
['G2', '上海', '北京南', '常州北', '北京南', '?2064.0', '?921.0', '?558.0', '', '', '', '', '', '?558.0']
['G2', '上海', '北京南', '南京南', '济南西', '?1165.0', '?520.0', '?315.0', '', '', '', '', '', '?315.0']
['G2', '上海', '北京南', '南京南', '北京南', '?1864.0', '?832.0', '?504.0', '', '', '', '', '', '?504.0']
['G2', '上海', '北京南', '济南西', '北京南', '?782.0', '?348.0', '?211.0', '', '', '', '', '', '?211.0']
['G3', '北京南', '上海', '北京南', '济南西', '?782.0', '?348.0', '?211.0', '', '', '', '', '', '?211.0']
['G3', '北京南', '上海', '北京南', '南京南', '?1864.0', '?832.0', '?504.0', '', '', '', '', '', '?504.0']
